species_abundance,genome_size,metabolic_rate,growth_rate
3.807947176588889,3.6417277130888532,0.5332392719095154,9.786773168013962
9.51207163345817,2.9124336485485416,1.1754217052810447,25.15209649332912
7.34674002393291,1.892874273288475,1.7713025045775348,20.259038464860865
6.026718993550662,4.162077588681269,1.51800479553721,17.86579179457514
1.6445845403801216,3.5812902764924566,1.6518100661506094,10.54652963346312
1.6443457513284063,1.231776227052011,1.3858100600792913,9.28188599959033
0.6750277604651747,4.5991723302222915,1.4460978161321345,8.680071543693158
8.675143843171858,4.201417593154261,1.7285521728175748,24.91860756139975
6.051038616257767,4.774099609813658,0.6494024159465347,16.734711456094608
7.10991852018085,3.7657377877476197,1.0809649345576529,19.77230851729862
0.3037864935284442,3.2603683817110545,0.598176995275284,4.41175245863165
9.702107536403744,2.382093663307785,1.9778024143939645,26.669264859627962
8.341182143924176,4.69727817509306,1.899306811435904,24.78102436167853
2.202157195714934,4.397287502751837,0.27096826046331063,7.384566360245958
1.9000671753502962,0.7034840154778523,1.4700353105282393,8.184999995590898
1.915704647548995,0.6186513852376341,1.8654469713481985,9.596738363328015
3.1119982052994235,2.1940851509512234,0.5250356212292004,8.049667442664369
5.295088673159155,4.147489988518248,1.222301414994733,16.28165677216426
4.376255684556946,4.94274258191725,1.8478789356584753,16.273223913472485
2.983168487960615,1.1768760099658768,0.26110276145443795,6.786288606659597
6.157343657751556,3.173588219084608,1.4553564810443118,18.35749794375509
1.4809892204552142,2.214008854839597,0.7352282132705914,6.970668651314301
2.99223202049866,4.864614790165715,1.8639131516777547,14.467669194114599
3.726982248607548,4.289535154110689,1.947904841297662,14.657196296351838
4.615092843748656,4.27247917120012,1.8996796804041811,16.570650246024744
7.873242017790835,2.609119219077366,1.0535855899834348,20.682186009064765
2.0767704433677614,2.3666877605194934,1.7516767717807642,10.100671385568406
5.190920940294755,1.7303318236881782,1.7201889173631266,16.295257969524467
5.96490423173422,0.753689734929172,0.7743808518378601,14.904821935958882
0.5598590859279775,4.3912506931477395,1.692047853471219,7.907314851411665
6.1146940338242395,4.158054541085349,0.2666137424878867,15.160944318727793
1.7881888245041864,4.998729529787588,1.2732857812676954,9.22858701024615
0.7440107705542672,4.984865766832574,0.6140159071178655,5.521818323902811
9.493966818808,2.9994426752118235,0.4170203943991019,21.898607125490486
9.659757127438137,3.9604433683122973,0.33851576293257646,21.51878636106432
8.103133746352965,4.751445784470926,1.4533197965806515,23.162187143663544
3.11567631481637,4.323413258048351,0.8117749347825192,10.818565163541132
1.0669539286632004,1.6130664578443894,1.5045801887517707,7.730426629712482
6.873906962470353,2.527448608895421,0.31764141343809627,16.076419536735038
4.457509688022053,1.0812173681817274,0.7675226080950985,12.440266099407188
1.3081785249633104,4.793229622664251,1.171084326275607,8.588837091409522
5.002251410101574,3.2277858550289604,1.6233016967101344,16.273598067285402
